用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄
U9195,曹腾岩,P82448,毛绒玩具,玩具,779.57,2024-06-20 17:35:35,4,3118.28,成都,女,29
U3290,凤健,P68368,山地车,运动,327.68,2024-04-08 10:10:25,1,327.68,天津,男,27
U4469,樊民全,P60833,夹克,服装,794.82,2024-02-24 14:41:28,3,2384.46,成都,男,31
U8478,盛胜杰,P15076,蓝牙耳机,电子产品,6204.49,2024-10-28 10:41:53,3,18613.47,广州,男,30
U1029,常腾东,P91705,显示器,电子产品,5697.2,2024-07-09 12:01:30,5,28486.0,西安,男,48
U7327,于胜旭,P13299,乐高积木,玩具,449.37,2024-07-02 08:55:31,2,898.74,上海,男,34
U7478,吴振,P44523,牛仔裤,服装,272.69,2024-09-23 09:30:55,4,1090.76,广州,男,61
U6464,和时,P18790,办公椅,家居,1566.99,2024-01-15 10:07:04,5,7834.95,武汉,女,57
U7224,高克,P65918,瑜伽垫,运动,449.04,2024-03-05 00:32:20,2,898.08,上海,男,62
U9586,姜龙天,P80870,瑜伽垫,运动,519.77,2024-09-25 00:12:54,2,1039.54,成都,男,47
U3962,穆以,P79207,变形金刚,玩具,574.35,2024-04-21 04:33:39,1,574.35,重庆,男,36
U3229,岑亮,P28170,平板电脑,电子产品,2759.98,2024-09-20 00:29:58,4,11039.92,武汉,女,19
U4684,凌会,P34288,乐高积木,玩具,830.35,2024-01-06 19:04:58,5,4151.75,西安,男,41
U6811,杜豪楠,P15416,人物传记,书籍,26.51,2024-09-07 22:26:35,3,79.53,苏州,女,21
U7837,屈河盛,P70247,化妆刷套装,美妆,605.08,2024-03-25 02:05:57,4,2420.32,成都,男,52
U9590,熊心达,P96551,餐桌,家居,353.62,2024-12-06 06:27:12,2,707.24,上海,男,52
U5630,崔斌,P14327,变形金刚,玩具,755.47,2024-09-04 10:30:59,5,3777.35,深圳,男,32
U4673,倪松行,P41050,化妆刷套装,美妆,201.86,2024-08-27 12:13:10,2,403.72,杭州,女,21
U9859,安启心,P55427,台灯,家居,731.23,2024-09-01 07:22:30,3,2193.69,深圳,男,20
U9482,颜泽朋,P87260,漫画,书籍,575.99,2024-02-12 05:35:37,2,1151.98,天津,男,55
U2759,韩树思,P42612,沙发,家居,3561.26,2024-08-25 00:23:13,5,17806.3,天津,男,41
U9870,齐亨,P83447,遥控车,玩具,461.8,2024-10-02 02:16:25,3,1385.4,西安,男,44
U8168,夏勇,P24568,毛绒玩具,玩具,395.2,2024-03-16 16:38:37,3,1185.6,武汉,女,51
U1613,范武兴,P44005,台灯,家居,1599.56,2024-10-26 16:51:16,4,6398.24,成都,男,22
U7046,罗松子,P52226,漫画,书籍,808.24,2024-08-17 15:59:17,5,4041.2,杭州,男,55
U7186,俞岩平,P94554,变形金刚,玩具,162.76,2024-12-08 05:44:04,4,651.04,北京,女,36
U4850,彭先裕,P44213,抱枕,家居,595.52,2024-11-02 21:27:10,5,2977.6,深圳,男,32
U3698,陶泰楠,P68223,羽毛球拍,运动,342.46,2024-03-31 06:39:48,4,1369.84,重庆,女,32
U3935,元伯,P49254,防晒霜,美妆,346.23,2024-06-08 19:56:01,2,692.46,成都,女,55
U6164,雷辰先,P76772,人物传记,书籍,513.97,2024-03-15 06:45:25,2,1027.94,武汉,男,39
U9424,宣博树,P96679,时尚杂志,书籍,531.67,2024-04-18 05:54:42,4,2126.68,成都,男,60
U4623,徐友发,P62151,化妆刷套装,美妆,397.76,2024-10-20 20:45:27,1,397.76,杭州,男,21
U3459,虞邦,P23755,乐高积木,玩具,328.71,2024-01-16 18:58:16,2,657.42,苏州,男,25
U3355,何榕绍,P85002,芭比娃娃,玩具,346.57,2024-07-26 22:05:27,5,1732.85,天津,男,37
U8012,邬明轮,P15804,平板电脑,电子产品,1696.68,2024-06-22 12:04:12,5,8483.4,天津,女,44
U5048,贺贵,P97422,连衣裙,服装,174.3,2024-03-15 23:44:20,4,697.2,北京,女,59
U4182,韦民振,P39807,变形金刚,玩具,580.46,2024-06-07 17:32:50,1,580.46,武汉,男,33
U7673,邬言,P79601,智能手表,电子产品,5997.24,2024-07-01 20:44:07,4,23988.96,苏州,男,21
U5941,经维贵,P30735,羽毛球拍,运动,606.9,2024-01-18 01:53:43,3,1820.7,深圳,女,64
U6095,潘国,P69742,卫衣,服装,254.8,2024-06-19 16:57:39,1,254.8,苏州,女,36
U7105,俞文波,P48032,心理学,书籍,791.38,2024-11-18 09:23:18,3,2374.14,天津,女,43
U6308,严达弘,P47265,笔记本电脑,电子产品,2239.66,2024-03-05 13:53:00,1,2239.66,成都,男,27
U3421,尹朋振,P86883,收纳盒,家居,231.58,2024-12-18 21:30:29,2,463.16,深圳,女,62
U3062,潘以斌,P46241,羽绒服,服装,629.77,2024-11-05 23:37:17,1,629.77,杭州,女,57
U6106,毛启辰,P35501,面霜,美妆,610.99,2024-06-07 06:00:17,5,3054.95,广州,女,31
U1732,柯亨,P39309,变形金刚,玩具,729.42,2024-08-04 04:05:47,2,1458.84,北京,男,40
U5952,孙豪世,P26909,变形金刚,玩具,385.64,2024-06-27 13:31:38,1,385.64,广州,男,21
U4676,周茂谦,P81718,变形金刚,玩具,602.5,2024-08-23 00:04:50,3,1807.5,北京,男,32
U2570,姚顺厚,P42870,心理学,书籍,394.61,2024-11-19 04:38:19,3,1183.83,北京,男,64
U7298,张承,P22928,哑铃,运动,571.87,2024-02-07 04:31:18,1,571.87,上海,男,44
U9052,尹刚龙,P58485,历史书籍,书籍,288.77,2024-05-12 06:51:23,3,866.31,南京,男,32
U2701,岑力山,P73242,四件套,家居,425.37,2024-11-27 21:25:26,1,425.37,杭州,女,24
U5031,曹邦信,P85066,拼图,玩具,786.85,2024-06-04 00:12:30,2,1573.7,北京,女,43
U7202,贾军裕,P87343,面霜,美妆,477.91,2024-09-21 19:29:13,3,1433.73,上海,女,18
U1989,蔡之诚,P65456,洗发水,美妆,45.46,2024-05-28 12:53:33,4,181.84,重庆,女,23
U4259,毕维诚,P77714,瑜伽垫,运动,427.72,2024-01-01 01:43:23,2,855.44,西安,女,19
U1170,邬民,P58125,遥控车,玩具,688.9,2024-02-06 21:51:42,2,1377.8,重庆,女,65
U3097,宣子,P24930,香水,美妆,108.45,2024-05-17 20:33:22,5,542.25,南京,男,63
U9833,胡雄,P94557,技术教材,书籍,257.87,2024-01-16 03:21:03,2,515.74,深圳,女,23
U2545,章榕清,P90439,瑜伽垫,运动,18.03,2024-08-07 09:02:55,4,72.12,西安,男,18
U7403,周辉顺,P53468,科幻小说,书籍,828.6,2024-07-30 22:26:12,5,4143.0,深圳,女,49
U7069,樊岩信,P76451,面霜,美妆,442.09,2024-09-22 20:21:04,5,2210.45,上海,女,65
U4671,管全博,P50478,显示器,电子产品,1607.84,2024-09-30 02:06:38,3,4823.52,成都,男,54
U1693,蓝胜发,P59576,收纳盒,家居,1662.11,2024-10-05 09:35:30,5,8310.55,苏州,女,58
U4160,卞晨,P80922,显示器,电子产品,8452.28,2024-01-03 22:06:35,2,16904.56,成都,男,46
U3199,席维航,P43590,技术教材,书籍,140.79,2024-07-21 18:02:12,5,703.95,杭州,女,29
U7230,孙光宏,P88233,办公椅,家居,3010.17,2024-10-29 03:44:42,2,6020.34,杭州,男,62
U9616,裘文振,P82987,口红,美妆,495.73,2024-07-26 22:54:31,2,991.46,上海,男,56
U2364,孙生先,P77624,时尚杂志,书籍,756.56,2024-04-04 22:09:27,1,756.56,北京,男,20
U3216,娄世钧,P15843,沙发,家居,3007.02,2024-03-19 00:56:05,4,12028.08,苏州,女,42
U8664,茅杰,P69012,粉底液,美妆,181.78,2024-10-24 08:58:00,5,908.9,深圳,女,28
U9738,吕亨楠,P26190,科幻小说,书籍,374.56,2024-12-08 22:33:23,2,749.12,杭州,女,60
U9361,席兴翔,P94049,收纳盒,家居,3960.85,2024-12-08 16:46:01,1,3960.85,成都,男,41
U8826,麻武轮,P60985,芭比娃娃,玩具,582.72,2024-04-19 08:49:27,5,2913.6,南京,女,53
U7059,苏彬世,P98933,沙发,家居,1379.97,2024-05-14 22:05:20,4,5519.88,重庆,女,28
U7672,魏树毅,P46147,人物传记,书籍,246.75,2024-10-29 08:21:59,4,987.0,北京,女,29
U3472,茅浩奇,P48451,人物传记,书籍,364.52,2024-11-14 06:44:02,5,1822.6,广州,女,47
U5370,卜翰晨,P96576,面霜,美妆,496.1,2024-12-01 12:45:58,1,496.1,重庆,男,41
U6882,苏宁榕,P46794,显示器,电子产品,5481.74,2024-09-22 22:09:11,1,5481.74,上海,女,21
U5525,褚兴风,P38220,平板电脑,电子产品,4678.99,2024-05-01 07:37:32,2,9357.98,南京,女,22
U8436,杜宏,P35721,面霜,美妆,49.88,2024-06-07 10:32:00,3,149.64,南京,男,57
U2502,蒋力航,P35867,拼图,玩具,104.01,2024-06-29 01:25:54,3,312.03,苏州,男,49
U6980,高绍风,P27526,时尚杂志,书籍,686.36,2024-09-13 06:34:04,1,686.36,杭州,男,50
U9724,路裕福,P38855,台灯,家居,4129.04,2024-09-21 11:10:44,2,8258.08,成都,男,43
U7148,柯山,P18687,香水,美妆,332.22,2024-09-05 17:01:55,4,1328.88,重庆,女,32
U3231,钮进时,P49941,抱枕,家居,2789.49,2024-01-25 23:29:44,4,11157.96,杭州,男,55
U5037,麻承树,P75904,智能手机,电子产品,4322.15,2024-04-12 02:42:13,1,4322.15,天津,男,24
U1374,计绍东,P91092,显示器,电子产品,6960.09,2024-07-18 08:59:07,5,34800.45,重庆,女,41
U4461,莫达良,P22671,抱枕,家居,1269.44,2024-12-27 08:51:11,2,2538.88,南京,男,51
U4677,彭绍力,P96846,卫衣,服装,253.31,2024-11-07 10:54:51,1,253.31,武汉,男,52
U9209,孟飞林,P42016,乐高积木,玩具,296.47,2024-05-22 13:54:49,4,1185.88,重庆,男,37
U9724,左朋群,P75899,时尚杂志,书籍,559.74,2024-08-18 17:41:32,5,2798.7,北京,女,39
U8519,萧磊达,P26927,桌游,玩具,661.9,2024-03-26 00:37:49,2,1323.8,西安,男,47
U6139,季奇盛,P43281,T恤,服装,360.02,2024-09-12 04:45:49,3,1080.06,武汉,女,54
U3572,祁贵学,P15766,洗发水,美妆,607.73,2024-05-14 23:32:31,1,607.73,上海,男,38
U2799,钮琛伟,P75706,毛绒玩具,玩具,224.14,2024-03-20 13:53:50,1,224.14,上海,男,44
U2741,昌裕发,P68623,跳绳,运动,239.21,2024-06-14 07:08:00,4,956.84,重庆,女,49
U1834,杨彪树,P61013,面霜,美妆,650.79,2024-02-03 12:26:45,1,650.79,西安,女,19
U7298,林山友,P66893,拼图,玩具,623.2,2024-02-07 21:38:41,3,1869.6,苏州,女,28
U3257,贝启,P22487,防晒霜,美妆,694.99,2024-01-22 20:31:14,2,1389.98,北京,男,33
U7157,胡亮中,P12997,卫衣,服装,284.71,2024-12-27 18:53:27,4,1138.84,成都,女,23
U9661,蓝坚,P97061,山地车,运动,190.45,2024-02-11 16:41:22,3,571.35,天津,女,28
U5076,孟东义,P70606,连衣裙,服装,313.22,2024-04-29 19:36:42,4,1252.88,杭州,女,40
U2304,戴宁翔,P81151,面霜,美妆,628.84,2024-01-08 23:14:29,3,1886.52,成都,女,29
U4739,丁栋广,P39160,智能手表,电子产品,7633.7,2024-03-02 01:23:48,2,15267.4,天津,男,29
U7294,虞钧健,P64064,拼图,玩具,74.02,2024-04-17 18:01:16,4,296.08,南京,女,62
U7740,吉昌岩,P85626,牛仔裤,服装,296.48,2024-02-26 15:12:34,1,296.48,成都,女,53
U5798,滕刚超,P29193,T恤,服装,22.75,2024-12-20 21:34:36,2,45.5,西安,女,45
U2926,许保,P86731,拼图,玩具,472.83,2024-03-27 03:31:43,5,2364.15,武汉,男,57
U5889,俞绍富,P61686,科幻小说,书籍,684.49,2024-01-09 02:33:25,4,2737.96,天津,男,37
U4983,成震邦,P34148,夹克,服装,315.55,2024-01-01 16:37:53,2,631.1,杭州,男,19
U7363,胡良,P68358,口红,美妆,29.21,2024-10-10 22:21:34,3,87.63,深圳,女,50
U4552,齐永中,P51607,科幻小说,书籍,262.06,2024-11-28 09:06:21,4,1048.24,成都,女,31
U7246,祁波建,P24229,羽绒服,服装,246.46,2024-05-02 11:17:41,2,492.92,北京,女,34
U8422,柏先涛,P45206,人物传记,书籍,836.81,2024-05-16 23:05:58,3,2510.43,北京,女,62
U6541,岑轮辰,P44445,智能手表,电子产品,6713.41,2024-07-01 22:16:18,3,20140.23,西安,男,56
U8717,施山伯,P96525,拼图,玩具,49.33,2024-11-05 00:32:16,5,246.65,西安,男,45
U4897,伏翔伯,P92039,面霜,美妆,558.56,2024-03-15 21:48:16,3,1675.68,苏州,女,38
U8495,萧茂斌,P24323,卫衣,服装,208.69,2024-08-18 21:08:59,3,626.07,武汉,男,62
U4064,孙思发,P55753,芭比娃娃,玩具,68.27,2024-04-07 06:54:36,4,273.08,上海,女,54
U8523,彭功梁,P20642,充电宝,电子产品,2921.98,2024-06-30 01:38:36,5,14609.9,杭州,女,55
U5828,伍启泽,P24954,瑜伽垫,运动,369.5,2024-10-25 06:30:57,2,739.0,广州,男,27
U1494,卢启海,P50910,智能手机,电子产品,8184.02,2024-12-19 08:48:48,5,40920.1,杭州,男,64
U2793,时昌,P22737,瑜伽垫,运动,782.18,2024-04-03 21:23:16,3,2346.54,成都,男,35
U5626,路栋奇,P32380,笔记本电脑,电子产品,4046.77,2024-12-23 14:55:44,5,20233.85,西安,女,46
U1235,吴兴德,P64860,漫画,书籍,414.94,2024-04-16 00:35:13,1,414.94,杭州,女,23
U1794,徐民,P79192,蓝牙耳机,电子产品,782.56,2024-09-09 01:51:17,1,782.56,苏州,男,58
U3052,项时安,P46350,沙发,家居,2574.91,2024-11-29 23:55:00,5,12874.55,广州,男,41
U6721,贝致行,P97763,化妆刷套装,美妆,579.84,2024-07-25 16:37:15,3,1739.52,成都,女,20
U3201,韦亮致,P10811,遥控车,玩具,249.31,2024-12-04 14:29:40,2,498.62,南京,女,43
U3214,茅诚,P98994,跳绳,运动,836.97,2024-02-25 19:50:51,4,3347.88,成都,男,58
U4868,季裕群,P93181,口红,美妆,142.2,2024-11-17 15:58:09,1,142.2,上海,女,61
U4412,狄维心,P51817,山地车,运动,739.32,2024-09-29 21:23:21,3,2217.96,成都,男,49
U1292,罗功,P26785,显示器,电子产品,6410.71,2024-03-12 11:04:20,1,6410.71,武汉,男,64
U8954,韦龙昌,P64714,运动鞋,服装,780.03,2024-01-03 04:50:31,5,3900.15,武汉,男,25
U4001,岑楠,P73259,时尚杂志,书籍,516.07,2024-04-19 09:17:26,3,1548.21,苏州,男,45
U3780,柏弘,P31712,卫衣,服装,405.97,2024-09-11 00:59:52,2,811.94,苏州,女,41
U5353,诸若杰,P30948,卫衣,服装,724.32,2024-11-13 22:16:22,3,2172.96,成都,女,32
U9491,贲顺克,P95232,芭比娃娃,玩具,818.8,2024-08-06 11:51:37,4,3275.2,武汉,男,60
U8627,章旭世,P66027,羽绒服,服装,228.34,2024-10-16 23:16:13,3,685.02,武汉,男,22
U8236,徐胜宏,P31166,洗发水,美妆,376.94,2024-04-18 03:33:38,1,376.94,北京,女,49
U6766,俞德之,P93689,乐高积木,玩具,232.47,2024-03-17 16:27:04,1,232.47,广州,男,39
U2538,邬克宏,P21013,芭比娃娃,玩具,536.75,2024-12-18 08:46:51,4,2147.0,上海,女,55
U9729,熊松榕,P34995,心理学,书籍,741.66,2024-10-04 12:48:05,1,741.66,天津,男,20
U6191,邹军超,P90858,智能手表,电子产品,2663.97,2024-01-08 17:43:26,3,7991.91,苏州,男,34
U2428,范邦勇,P91274,跳绳,运动,501.67,2024-06-04 09:57:12,1,501.67,西安,女,64
U3038,陈楠,P84799,技术教材,书籍,481.63,2024-01-26 18:50:55,4,1926.52,苏州,女,40
U2034,吴刚乐,P24442,智能手表,电子产品,7410.79,2024-06-13 20:31:43,5,37053.95,天津,女,65
U3427,屈信康,P10867,运动鞋,服装,321.56,2024-04-21 18:07:18,1,321.56,重庆,女,41
U9030,盛河诚,P98295,科幻小说,书籍,683.58,2024-02-17 06:53:30,5,3417.9,北京,女,61
U5138,杭浩山,P25854,洗发水,美妆,467.07,2024-03-18 13:26:24,3,1401.21,广州,男,24
U6457,董辰军,P25660,显示器,电子产品,3207.59,2024-05-09 16:21:58,3,9622.77,重庆,女,54
U8707,陈全建,P53420,漫画,书籍,668.4,2024-11-03 04:28:05,5,3342.0,北京,女,25
U2477,柳乐岩,P30739,笔记本电脑,电子产品,1563.89,2024-09-14 14:36:49,5,7819.45,成都,女,22
U4739,余泰泽,P27377,遥控车,玩具,93.61,2024-08-29 23:36:23,4,374.44,重庆,男,19
U9960,冯子志,P59029,智能手机,电子产品,1137.56,2024-04-14 10:55:19,1,1137.56,成都,男,29
U6452,庞伯固,P41833,篮球,运动,828.23,2024-04-02 16:36:02,2,1656.46,广州,男,38
U4039,孔林文,P63163,充电宝,电子产品,1406.1,2024-02-05 10:20:31,5,7030.5,上海,男,43
U5926,孟启,P56031,粉底液,美妆,204.95,2024-03-01 03:31:25,3,614.85,深圳,男,42
U2862,昌邦茂,P15323,卫衣,服装,289.28,2024-10-04 02:09:33,4,1157.12,武汉,女,50
U3462,潘军文,P22617,毛绒玩具,玩具,693.8,2024-05-05 14:57:46,5,3469.0,重庆,男,45
U2493,虞炎,P50215,收纳盒,家居,2985.61,2024-12-27 16:01:35,1,2985.61,广州,女,64
U1035,云航中,P79525,收纳盒,家居,777.07,2024-01-10 15:32:43,2,1554.14,重庆,男,54
U2634,奚辰,P40950,羽绒服,服装,604.14,2024-12-19 16:45:30,5,3020.7,重庆,女,31
U9382,臧哲松,P46922,四件套,家居,1227.09,2024-04-10 23:18:42,3,3681.27,杭州,男,24
U2199,倪哲兴,P72115,防晒霜,美妆,212.24,2024-03-24 02:24:13,5,1061.2,深圳,男,33
U5314,颜维子,P10228,心理学,书籍,557.49,2024-10-26 01:08:54,1,557.49,南京,男,24
U2084,史龙翰,P48796,漫画,书籍,474.31,2024-11-05 04:55:00,1,474.31,天津,女,34
U3891,干光,P86263,沙发,家居,88.2,2024-02-10 20:30:47,3,264.6,重庆,女,57
U2755,柳栋,P95637,智能手机,电子产品,4368.71,2024-11-06 08:14:37,2,8737.42,重庆,男,53
U3418,祁钧清,P49245,蓝牙耳机,电子产品,4727.24,2024-03-16 14:24:55,3,14181.72,南京,女,24
U1469,盛世博,P86228,瑜伽垫,运动,274.82,2024-12-13 11:38:00,4,1099.28,重庆,男,63
U3234,昌友,P20117,收纳盒,家居,4076.33,2024-05-06 12:50:49,3,12228.99,苏州,女,18
U6304,褚旭泽,P78364,牛仔裤,服装,817.15,2024-04-10 21:31:05,3,2451.45,成都,女,56
U2761,舒飞冠,P61204,平板电脑,电子产品,5202.94,2024-10-25 21:40:19,2,10405.88,北京,女,20
U9440,鲍哲星,P12399,台灯,家居,2364.5,2024-06-28 03:09:55,4,9458.0,南京,女,29
U4719,苏楠腾,P87245,漫画,书籍,387.35,2024-10-29 04:45:56,2,774.7,天津,男,35
U2859,曹康,P11298,山地车,运动,263.85,2024-07-25 00:45:42,3,791.55,苏州,男,37
U6727,陶良固,P54221,充电宝,电子产品,6470.31,2024-02-23 04:56:51,5,32351.55,杭州,男,61
U5185,黄奇磊,P61454,哑铃,运动,152.23,2024-01-21 08:35:33,4,608.92,天津,女,45
U4063,吴学,P89300,卫衣,服装,539.21,2024-09-12 09:05:05,2,1078.42,广州,男,38
U3650,尹飞,P22864,山地车,运动,710.47,2024-11-15 04:02:23,2,1420.94,北京,男,48
U8015,雷翰武,P94645,科幻小说,书籍,797.65,2024-09-22 21:25:37,5,3988.25,杭州,男,56
U6869,平承,P83714,收纳盒,家居,2917.34,2024-03-24 12:38:14,4,11669.36,南京,女,50
U4166,应东保,P70783,香水,美妆,783.15,2024-11-23 00:19:03,2,1566.3,深圳,女,23
U3745,徐策裕,P46649,防晒霜,美妆,71.98,2024-03-24 03:29:32,1,71.98,上海,男,40
U5205,杨策贵,P54476,平板电脑,电子产品,3773.52,2024-09-16 06:34:30,3,11320.56,深圳,男,47
U2804,齐亮固,P39390,充电宝,电子产品,6588.57,2024-09-12 11:03:57,4,26354.28,苏州,女,64
U7189,钱先江,P12877,桌游,玩具,501.26,2024-12-08 22:16:34,1,501.26,重庆,男,55
U9534,任新强,P90205,哑铃,运动,400.28,2024-10-23 21:55:29,4,1601.12,深圳,男,59
U3951,裘利,P47916,平板电脑,电子产品,3499.24,2024-12-09 17:34:30,3,10497.72,上海,男,40
U9138,康林航,P75202,笔记本电脑,电子产品,5156.71,2024-05-31 23:19:33,2,10313.42,南京,男,40
U8144,盛言,P36284,乐高积木,玩具,133.57,2024-07-31 18:50:14,2,267.14,重庆,男,24
U2769,尹富腾,P58024,山地车,运动,591.71,2024-11-24 14:03:56,1,591.71,北京,男,39
U6279,穆富功,P14939,面霜,美妆,780.33,2024-10-14 21:51:41,3,2340.99,深圳,男,37
U9576,康平,P29923,篮球,运动,565.06,2024-01-09 18:44:08,5,2825.3,南京,男,65
U2115,吉涛利,P62634,香水,美妆,844.79,2024-02-29 11:06:09,2,1689.58,苏州,女,58
U9064,单新,P92939,笔记本电脑,电子产品,2200.03,2024-09-12 23:13:55,4,8800.12,南京,女,60
U7049,干维,P41349,跑步鞋,运动,262.91,2024-02-08 22:22:18,1,262.91,西安,男,56
U9228,时新健,P85867,粉底液,美妆,601.12,2024-03-28 07:31:50,3,1803.36,苏州,男,63
U6747,邱飞政,P78633,遥控车,玩具,329.54,2024-08-25 02:00:45,4,1318.16,杭州,男,55
U6815,韩士,P31812,拼图,玩具,717.14,2024-08-18 06:00:27,4,2868.56,重庆,男,62
U1603,凤康仁,P78681,粉底液,美妆,779.7,2024-01-18 09:44:01,5,3898.5,成都,男,64
U4316,管家伟,P21354,四件套,家居,2089.03,2024-05-22 03:39:21,1,2089.03,南京,女,48
U8443,梁思轮,P80218,变形金刚,玩具,372.46,2024-03-05 15:35:39,5,1862.3,武汉,女,32
U3377,卢言,P96404,科幻小说,书籍,110.61,2024-07-12 14:27:56,5,553.05,杭州,女,25
U6064,唐克邦,P87081,遥控车,玩具,731.71,2024-11-13 02:21:08,4,2926.84,成都,女,24
U8689,孙雄翰,P22600,牛仔裤,服装,359.96,2024-09-28 18:24:07,5,1799.8,重庆,男,41
U4832,沈敬,P54220,办公椅,家居,1679.52,2024-03-14 23:36:51,1,1679.52,北京,男,57
U3112,韦栋波,P72440,芭比娃娃,玩具,309.56,2024-12-28 11:19:48,4,1238.24,天津,女,58
U5296,岑伯祥,P62687,乐高积木,玩具,222.01,2024-06-21 16:40:41,2,444.02,武汉,男,52
U5653,田福强,P44557,运动鞋,服装,624.95,2024-01-20 12:45:57,3,1874.85,苏州,男,59
U2218,裘榕群,P68232,遥控车,玩具,742.83,2024-03-12 18:28:50,4,2971.32,上海,女,26
U1875,娄建清,P84464,办公椅,家居,312.46,2024-01-24 10:45:25,1,312.46,杭州,男,59
U5057,华毅,P36775,漫画,书籍,758.19,2024-07-25 20:00:38,3,2274.57,上海,女,61
U1136,姚伯,P99781,科幻小说,书籍,565.43,2024-04-01 18:39:18,3,1696.29,广州,男,38
U6415,魏奇,P29856,T恤,服装,138.23,2024-03-15 12:14:54,1,138.23,广州,女,50
U8635,卢发飞,P39567,平板电脑,电子产品,6836.36,2024-04-27 11:12:10,2,13672.72,重庆,男,23
U4036,吉文士,P21191,拼图,玩具,527.16,2024-07-04 08:54:58,5,2635.8,天津,男,30
U7369,米启全,P12203,夹克,服装,357.9,2024-03-01 08:41:36,4,1431.6,重庆,男,47
U6178,郁风胜,P44643,充电宝,电子产品,7485.52,2024-01-23 15:17:22,1,7485.52,苏州,女,51
U1133,和思,P83410,历史书籍,书籍,374.41,2024-02-05 18:44:36,1,374.41,西安,男,47
U3203,龚岩俊,P56885,瑜伽垫,运动,468.29,2024-01-20 19:55:29,3,1404.87,广州,男,42
U8300,颜民天,P70757,羽毛球拍,运动,813.21,2024-11-28 08:11:40,3,2439.63,成都,男,39
