用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄
U3806,万有,P26859,抱枕,家居,4489.88,2024-03-05 20:18:33,4,17959.52,西安,男,35
U6542,戴山先,P56999,智能手机,电子产品,7125.81,2024-08-23 00:23:01,4,28503.24,成都,男,49
U9764,于梁,P99751,抱枕,家居,487.66,2024-09-13 10:06:58,1,487.66,杭州,女,54
U6312,田保海,P20980,漫画,书籍,58.74,2024-10-09 20:19:38,5,293.7,西安,男,48
U6086,贝辉风,P77420,遥控车,玩具,970.91,2024-10-31 15:09:33,1,970.91,天津,男,36
U6298,滕昌岩,P97311,连衣裙,服装,661.97,2024-02-01 21:35:08,4,2647.88,杭州,女,60
U1420,蓝贵,P81343,瑜伽垫,运动,448.86,2024-02-02 00:11:47,2,897.72,成都,女,32
U3647,袁全兴,P86971,蓝牙耳机,电子产品,6188.15,2024-12-23 16:25:58,5,30940.75,深圳,女,62
U5285,石刚裕,P18765,智能手机,电子产品,1532.2,2024-05-05 10:16:04,3,4596.6,重庆,女,36
U6869,卢乐林,P46889,拼图,玩具,591.28,2024-01-10 10:00:53,5,2956.4,成都,女,61
U2128,戴翰杰,P81014,四件套,家居,123.7,2024-06-06 06:44:23,1,123.7,广州,女,18
U2598,金茂,P59676,乐高积木,玩具,895.12,2024-04-19 06:34:04,1,895.12,北京,男,31
U5426,云友成,P31026,人物传记,书籍,377.79,2024-12-13 16:14:42,3,1133.37,苏州,男,65
U3719,花有磊,P60526,智能手机,电子产品,7579.01,2024-06-03 19:34:12,2,15158.02,杭州,男,30
U1727,吉振文,P61216,洗发水,美妆,330.62,2024-09-02 13:15:57,3,991.86,南京,女,63
U9986,谈武以,P73956,充电宝,电子产品,2832.76,2024-08-04 06:42:53,4,11331.04,广州,女,27
U8174,昌福新,P57112,台灯,家居,866.97,2024-04-07 18:19:48,1,866.97,南京,男,39
U8990,邹信,P97806,哑铃,运动,228.41,2024-08-26 14:38:58,2,456.82,武汉,男,57
U3819,卢先发,P92156,心理学,书籍,313.23,2024-10-07 05:07:41,3,939.69,北京,女,57
U6096,孔磊弘,P72014,粉底液,美妆,305.16,2024-09-02 08:34:41,1,305.16,上海,女,26
U3414,余利星,P45881,化妆刷套装,美妆,59.78,2024-04-05 01:21:33,1,59.78,深圳,女,38
U3593,洪邦,P87226,平板电脑,电子产品,4255.69,2024-06-12 03:19:09,3,12767.07,重庆,男,33
U8926,喻泰,P22023,毛绒玩具,玩具,855.31,2024-04-19 04:18:20,5,4276.55,南京,女,56
U7237,计健顺,P60436,显示器,电子产品,2540.42,2024-07-15 08:06:57,1,2540.42,武汉,男,46
U5140,左旭生,P29781,化妆刷套装,美妆,211.23,2024-06-06 10:13:50,3,633.69,上海,男,42
U3720,阮震飞,P21981,平板电脑,电子产品,955.21,2024-02-22 09:08:08,3,2865.63,苏州,女,36
U9342,谢梁克,P23806,智能手表,电子产品,7572.34,2024-02-09 20:11:08,2,15144.68,广州,男,57
U7361,余楠松,P72400,技术教材,书籍,234.24,2024-02-28 04:21:12,4,936.96,武汉,女,62
U6949,左栋健,P22635,笔记本电脑,电子产品,1501.31,2024-01-06 13:16:42,4,6005.24,西安,男,58
U8083,谢刚健,P16424,牛仔裤,服装,454.76,2024-03-13 14:36:05,4,1819.04,深圳,女,48
U6732,许弘力,P37817,毛绒玩具,玩具,314.73,2024-09-06 03:38:43,3,944.19,广州,男,57
U6952,萧和,P65038,连衣裙,服装,134.2,2024-01-14 01:42:30,2,268.4,西安,男,33
U1790,危涛政,P71194,心理学,书籍,405.72,2024-07-10 18:10:38,4,1622.88,杭州,男,23
U7710,卜广炎,P65973,羽毛球拍,运动,291.54,2024-03-04 22:54:30,1,291.54,武汉,男,27
U4428,骆峰东,P12290,毛绒玩具,玩具,189.14,2024-06-06 12:20:22,5,945.7,广州,女,51
U8716,庞钧腾,P90564,技术教材,书籍,70.3,2024-06-19 01:40:38,4,281.2,武汉,男,20
U6445,诸德盛,P65566,面霜,美妆,425.62,2024-12-30 17:50:26,1,425.62,上海,男,28
U6421,韩先群,P56515,时尚杂志,书籍,976.45,2024-09-20 16:31:15,2,1952.9,杭州,女,32
U1270,费功,P47885,心理学,书籍,708.9,2024-08-13 04:51:44,5,3544.5,苏州,男,42
U3698,莫信健,P18496,四件套,家居,3030.91,2024-09-21 22:43:27,3,9092.73,武汉,男,42
U4762,米峰进,P29295,桌游,玩具,649.7,2024-06-10 22:59:53,3,1949.1,深圳,男,56
U1511,孔炎,P81174,智能手机,电子产品,3248.39,2024-11-02 07:02:57,4,12993.56,天津,女,27
U7167,明涛贵,P22896,毛绒玩具,玩具,407.8,2024-02-21 08:18:38,5,2039.0,成都,女,54
U7514,夏坚新,P74562,时尚杂志,书籍,83.35,2024-08-26 01:13:54,5,416.75,西安,男,38
U5019,俞武文,P90790,平板电脑,电子产品,8434.52,2024-06-17 12:42:13,5,42172.6,武汉,男,29
U2873,伍中,P34203,显示器,电子产品,8130.39,2024-04-02 02:26:10,2,16260.78,广州,女,31
U8180,孟厚强,P14623,牛仔裤,服装,664.63,2024-09-26 05:06:36,4,2658.52,广州,男,20
U4161,祁裕,P48132,跳绳,运动,836.79,2024-11-04 17:51:02,1,836.79,上海,男,59
U6513,伏哲,P90769,蓝牙耳机,电子产品,8435.02,2024-07-22 04:25:51,4,33740.08,武汉,男,45
U4436,于以明,P29575,台灯,家居,1663.83,2024-09-12 11:23:12,3,4991.49,北京,男,60
U8689,夏有,P50265,时尚杂志,书籍,621.53,2024-08-07 10:10:28,5,3107.65,上海,女,19
U5856,尤坚宏,P99339,篮球,运动,472.43,2024-11-07 11:31:32,3,1417.29,杭州,男,43
U2144,黄成德,P49169,粉底液,美妆,885.34,2024-08-10 19:25:39,1,885.34,天津,女,48
U3758,廉文林,P65232,面霜,美妆,782.75,2024-04-12 05:33:27,3,2348.25,上海,男,21
U2435,骆广腾,P26771,桌游,玩具,149.49,2024-02-05 03:58:54,4,597.96,重庆,女,63
U6134,柏腾子,P41881,时尚杂志,书籍,512.01,2024-12-02 13:30:59,1,512.01,重庆,男,24
U4553,施豪和,P28512,乐高积木,玩具,596.29,2024-04-29 08:18:05,5,2981.45,西安,男,29
U6987,邓平裕,P15736,平板电脑,电子产品,2601.42,2024-06-03 01:42:01,3,7804.26,西安,女,61
U3523,秦旭,P51007,芭比娃娃,玩具,480.26,2024-01-17 11:42:57,4,1921.04,苏州,男,37
U6246,彭强宁,P93301,跑步鞋,运动,776.23,2024-01-30 09:46:38,5,3881.15,重庆,男,35
U1788,田杰,P98732,办公椅,家居,1277.66,2024-01-19 05:10:23,2,2555.32,上海,男,58
U2596,萧时,P38132,篮球,运动,145.36,2024-10-02 02:12:28,1,145.36,重庆,女,52
U9356,祝子明,P77615,羽绒服,服装,663.73,2024-08-18 23:55:13,1,663.73,杭州,女,51
U1539,伏顺,P11982,抱枕,家居,3167.77,2024-08-14 07:31:40,5,15838.85,重庆,女,59
U2733,舒星伟,P93650,餐桌,家居,2627.53,2024-10-14 14:32:21,3,7882.59,西安,男,21
U2066,钮仁,P78107,办公椅,家居,3237.6,2024-05-06 20:31:54,1,3237.6,深圳,女,20
U1418,支厚,P99928,粉底液,美妆,645.84,2024-11-26 03:27:38,5,3229.2,广州,男,45
U9917,干鹏,P89744,桌游,玩具,962.32,2024-09-02 05:06:23,5,4811.6,广州,男,22
U8824,宣福,P86742,拼图,玩具,775.18,2024-12-29 14:38:41,5,3875.9,广州,男,29
U7110,鲁健山,P90168,人物传记,书籍,905.42,2024-01-08 16:55:16,5,4527.1,深圳,女,24
U8684,房子顺,P47655,心理学,书籍,363.11,2024-08-17 04:31:34,2,726.22,成都,女,40
U1996,许茂,P85823,跑步鞋,运动,871.68,2024-10-21 01:26:01,4,3486.72,重庆,女,26
U3898,戴风平,P86161,跑步鞋,运动,412.15,2024-01-08 10:05:11,4,1648.6,西安,男,45
U5353,柳伟宁,P51852,时尚杂志,书籍,839.36,2024-06-06 19:09:39,4,3357.44,杭州,男,64
U4964,伏国军,P95155,平板电脑,电子产品,6600.15,2024-04-09 14:13:02,5,33000.75,南京,女,32
U7435,方维,P68028,笔记本电脑,电子产品,9481.96,2024-01-03 14:54:17,1,9481.96,北京,女,52
U1956,萧全,P42660,科幻小说,书籍,990.21,2024-08-17 18:27:25,3,2970.63,重庆,女,43
U6253,蓝贵以,P24440,遥控车,玩具,440.26,2024-08-05 13:45:33,4,1761.04,成都,男,42
U2788,罗之利,P60797,抱枕,家居,1142.28,2024-07-04 10:06:43,4,4569.12,苏州,男,40
U1353,经绍昌,P66315,科幻小说,书籍,816.96,2024-04-10 15:02:43,3,2450.88,杭州,男,46
U4232,谢炎彬,P95181,智能手表,电子产品,9723.09,2024-09-30 17:59:05,3,29169.27,北京,男,20
U3044,水山泽,P50710,T恤,服装,605.49,2024-12-29 05:19:05,2,1210.98,苏州,女,33
U8894,苗健裕,P19605,办公椅,家居,3826.84,2024-05-18 12:13:18,1,3826.84,北京,男,36
U8735,费家,P17843,羽毛球拍,运动,837.2,2024-08-26 10:26:13,4,3348.8,深圳,男,20
U6348,崔思旭,P33489,抱枕,家居,1369.52,2024-08-05 18:48:42,4,5478.08,重庆,女,25
U5921,宣强辉,P88223,面霜,美妆,64.96,2024-10-25 06:20:34,5,324.8,广州,女,22
U7177,华刚博,P40163,牛仔裤,服装,922.75,2024-06-02 04:50:14,2,1845.5,武汉,女,48
U1780,麻邦鹏,P43555,沙发,家居,4666.39,2024-12-04 04:19:54,2,9332.78,上海,女,64
U9264,水兴树,P11413,运动鞋,服装,146.03,2024-04-20 03:19:57,5,730.15,重庆,男,54
U7362,蒋翔,P81377,羽毛球拍,运动,655.89,2024-08-16 04:59:49,2,1311.78,武汉,男,48
U5645,戚策以,P65893,人物传记,书籍,577.46,2024-03-12 17:23:55,5,2887.3,上海,男,57
U2270,胡浩伟,P53590,山地车,运动,296.48,2024-11-05 01:57:51,3,889.44,南京,男,59
U3220,华坚飞,P47247,平板电脑,电子产品,4307.84,2024-01-17 22:32:59,5,21539.2,杭州,男,63
U3132,陶壮树,P64040,时尚杂志,书籍,965.02,2024-12-12 00:53:14,1,965.02,上海,女,26
U8986,宗勇,P98453,时尚杂志,书籍,356.97,2024-05-05 04:54:48,2,713.94,成都,女,62
U5739,危涛,P95253,科幻小说,书籍,485.97,2024-09-02 05:13:20,2,971.94,深圳,男,36
U1040,狄盛,P17090,山地车,运动,903.14,2024-09-28 02:08:58,2,1806.28,武汉,男,58
U6236,贲先之,P75718,连衣裙,服装,451.1,2024-08-13 21:49:24,4,1804.4,天津,男,36
U5030,伍天文,P64575,山地车,运动,877.35,2024-11-19 23:28:55,5,4386.75,天津,女,48
U8301,苏祥,P32828,羽绒服,服装,680.72,2024-10-22 04:35:56,2,1361.44,苏州,男,36
U6014,祁新豪,P25488,蓝牙耳机,电子产品,5661.49,2024-04-01 05:51:46,5,28307.45,南京,女,26
U9638,邓成,P74472,拼图,玩具,443.63,2024-12-10 18:47:59,2,887.26,西安,女,32
U9845,费海栋,P50041,化妆刷套装,美妆,806.26,2024-05-19 10:50:05,2,1612.52,重庆,男,52
U6874,邹彪德,P68715,餐桌,家居,3656.86,2024-06-12 03:19:58,3,10970.58,北京,男,38
U8718,卜伟磊,P74978,台灯,家居,3929.05,2024-08-17 19:59:43,5,19645.25,杭州,女,64
U6179,万承,P59437,化妆刷套装,美妆,274.92,2024-04-03 02:44:54,5,1374.6,天津,男,60
U6345,包善康,P69892,口红,美妆,500.81,2024-06-23 03:25:15,5,2504.05,西安,女,34
U9914,顾绍清,P95078,面霜,美妆,715.76,2024-02-07 00:44:04,2,1431.52,成都,男,40
U1306,邱利波,P49997,卫衣,服装,464.99,2024-10-09 13:01:53,2,929.98,武汉,女,23
U9276,茅利心,P17799,四件套,家居,4007.54,2024-03-20 10:26:01,2,8015.08,重庆,男,30
U9886,邵友康,P61577,漫画,书籍,845.27,2024-05-10 09:51:13,4,3381.08,广州,女,59
U6221,柯志哲,P25128,洗发水,美妆,786.04,2024-03-05 14:30:10,3,2358.12,深圳,女,39
U1129,章涛,P67100,智能手机,电子产品,4686.88,2024-04-17 13:27:55,2,9373.76,南京,女,57
U8382,于天,P97884,智能手表,电子产品,1995.89,2024-11-17 11:19:04,5,9979.45,苏州,男,31
U8388,刁树飞,P44853,抱枕,家居,790.99,2024-10-19 00:10:00,5,3954.95,武汉,男,41
U6653,皮保顺,P57749,面霜,美妆,185.39,2024-08-28 05:18:22,4,741.56,南京,女,56
U3610,酆维力,P39916,防晒霜,美妆,328.99,2024-11-09 00:58:43,3,986.97,上海,男,39
U2465,石有,P37524,跑步鞋,运动,175.34,2024-03-03 22:58:59,3,526.02,上海,男,28
U5194,史冠达,P90868,T恤,服装,525.32,2024-01-05 18:27:13,2,1050.64,南京,男,56
U8860,苏松豪,P10265,人物传记,书籍,275.4,2024-12-12 05:06:02,3,826.2,武汉,男,57
U4030,姜茂,P68201,乐高积木,玩具,332.36,2024-10-02 20:04:51,5,1661.8,西安,男,36
U6257,宣豪冠,P11070,毛绒玩具,玩具,774.87,2024-02-29 09:08:50,2,1549.74,天津,男,19
U6227,唐善超,P85111,智能手机,电子产品,2859.83,2024-07-09 13:55:50,5,14299.15,武汉,男,56
U7445,方富飞,P22574,历史书籍,书籍,463.34,2024-07-12 08:38:39,2,926.68,重庆,女,29
U7494,吕龙,P52576,T恤,服装,595.82,2024-11-08 07:40:56,1,595.82,重庆,女,48
U6489,傅才固,P86914,笔记本电脑,电子产品,7124.74,2024-04-16 17:58:32,5,35623.7,武汉,男,65
U1876,穆伦广,P12837,历史书籍,书籍,319.44,2024-07-03 23:23:09,5,1597.2,重庆,男,41
U1285,董启,P35636,沙发,家居,574.5,2024-09-12 19:45:33,2,1149.0,重庆,男,61
U4363,杭谦刚,P69913,四件套,家居,677.11,2024-12-21 12:11:41,1,677.11,武汉,女,40
U9904,傅星,P44952,抱枕,家居,4383.07,2024-12-30 10:44:25,5,21915.35,西安,男,29
U3979,吉刚,P79642,漫画,书籍,486.72,2024-09-09 18:47:16,4,1946.88,深圳,男,63
U5649,蓝龙鸣,P90169,乐高积木,玩具,714.31,2024-04-05 00:53:39,4,2857.24,上海,男,45
U3066,阮伦盛,P90679,笔记本电脑,电子产品,4026.5,2024-09-19 16:26:06,4,16106.0,成都,男,33
U4572,毕震志,P19996,台灯,家居,4756.11,2024-10-06 10:36:26,3,14268.33,上海,女,52
U7442,席才祥,P85255,遥控车,玩具,527.78,2024-03-07 15:02:51,3,1583.34,苏州,女,52
U2579,蔡豪富,P93504,芭比娃娃,玩具,870.42,2024-09-05 02:36:14,3,2611.26,深圳,女,46
U9315,邹腾,P87578,粉底液,美妆,877.29,2024-02-24 04:02:43,1,877.29,西安,女,21
U6028,赵以中,P63789,充电宝,电子产品,1649.99,2024-09-06 16:43:44,2,3299.98,重庆,女,61
U3160,汤行元,P18732,收纳盒,家居,3852.18,2024-11-02 02:55:48,3,11556.54,广州,女,26
U4667,明江,P41380,洗发水,美妆,308.48,2024-03-25 13:32:17,2,616.96,南京,女,62
U3001,雷进俊,P91024,羽毛球拍,运动,854.68,2024-12-06 17:04:33,4,3418.72,西安,女,31
U5002,雷磊博,P81060,香水,美妆,473.68,2024-08-27 10:41:04,3,1421.04,成都,男,46
U6901,戴世刚,P95170,办公椅,家居,3448.45,2024-11-16 09:49:04,4,13793.8,北京,女,49
U5252,于庆言,P33386,跑步鞋,运动,472.09,2024-12-01 06:45:36,4,1888.36,杭州,女,26
U8062,郑朗,P15715,台灯,家居,2412.04,2024-02-28 03:03:27,4,9648.16,杭州,女,56
U9092,麻琛政,P71663,技术教材,书籍,531.3,2024-03-21 21:01:04,5,2656.5,广州,男,63
U5618,臧力,P26771,跳绳,运动,305.81,2024-05-05 01:21:56,2,611.62,成都,男,31
U7753,孙民峰,P66675,毛绒玩具,玩具,260.03,2024-04-22 21:18:02,4,1040.12,重庆,男,32
U1226,马亮,P75181,平板电脑,电子产品,5559.75,2024-05-17 20:50:28,1,5559.75,杭州,女,21
U2845,钟弘致,P70634,充电宝,电子产品,5777.36,2024-12-08 16:24:24,5,28886.8,北京,女,65
U7598,常泰国,P69912,抱枕,家居,1839.62,2024-04-20 07:45:01,5,9198.1,上海,男,36
U1292,施先,P13951,桌游,玩具,221.7,2024-08-07 21:26:58,2,443.4,苏州,女,62
U5011,郝宁俊,P40433,平板电脑,电子产品,6182.03,2024-02-22 09:07:12,1,6182.03,武汉,女,58
U8689,姚风,P62709,桌游,玩具,175.54,2024-11-07 09:28:14,2,351.08,武汉,男,57
U2887,纪和,P51009,办公椅,家居,1492.63,2024-03-21 22:26:19,1,1492.63,北京,女,42
U3694,喻强和,P32921,沙发,家居,2909.59,2024-03-12 22:52:50,2,5819.18,广州,女,29
U3090,窦康山,P70526,香水,美妆,30.89,2024-08-27 08:13:26,1,30.89,成都,女,41
U2367,葛发海,P35597,充电宝,电子产品,9082.83,2024-05-21 17:26:04,3,27248.49,西安,女,45
U5058,计先思,P68044,跑步鞋,运动,435.02,2024-02-05 08:27:51,5,2175.1,苏州,女,60
U5806,苗富利,P29707,充电宝,电子产品,7121.62,2024-01-29 18:49:30,1,7121.62,天津,女,38
U2245,华亮,P37044,心理学,书籍,805.74,2024-03-01 05:56:20,3,2417.22,武汉,女,25
U9302,郁兴弘,P26111,洗发水,美妆,286.51,2024-10-16 10:34:23,5,1432.55,深圳,男,19
U6255,岑兴宏,P30823,遥控车,玩具,170.66,2024-05-12 02:32:49,1,170.66,杭州,男,63
U9642,滕健鸣,P57629,科幻小说,书籍,474.76,2024-11-06 09:19:43,2,949.52,上海,女,23
U2073,鲁贵,P59176,时尚杂志,书籍,128.36,2024-06-26 15:10:05,5,641.8,西安,男,46
U6886,徐彬全,P64700,粉底液,美妆,890.64,2024-06-04 20:50:41,2,1781.28,苏州,男,29
U4344,屈良策,P61046,羽绒服,服装,95.7,2024-05-06 06:07:36,4,382.8,天津,男,63
U2178,金利震,P77685,防晒霜,美妆,577.77,2024-08-21 23:15:42,3,1733.31,苏州,男,65
U3852,谈学达,P72891,历史书籍,书籍,769.14,2024-12-10 13:20:40,1,769.14,上海,女,46
U4332,安康宏,P72769,羽毛球拍,运动,247.45,2024-03-19 17:57:37,3,742.35,南京,女,56
U7373,贲广民,P11266,毛绒玩具,玩具,888.3,2024-04-03 09:34:20,1,888.3,西安,女,58
U7332,庞邦行,P68063,卫衣,服装,412.72,2024-03-02 17:17:50,2,825.44,广州,女,35
U3940,禹茂腾,P19283,历史书籍,书籍,585.43,2024-04-22 22:23:23,1,585.43,武汉,女,40
U3828,林奇乐,P31552,桌游,玩具,785.56,2024-03-04 14:13:57,4,3142.24,重庆,女,41
U5723,薛维,P79507,历史书籍,书籍,327.66,2024-12-26 20:43:01,1,327.66,武汉,男,48
U1788,宣振新,P49037,显示器,电子产品,4270.43,2024-05-23 03:37:52,3,12811.29,上海,男,42
U9116,袁泰全,P56638,餐桌,家居,3733.81,2024-03-04 10:59:46,2,7467.62,北京,女,58
U8963,花茂豪,P19343,口红,美妆,105.09,2024-06-12 01:49:44,5,525.45,杭州,男,32
U2556,米平胜,P48610,跑步鞋,运动,967.35,2024-07-24 06:05:19,2,1934.7,武汉,女,48
U5366,齐敬俊,P87639,洗发水,美妆,544.3,2024-03-14 07:25:37,4,2177.2,南京,男,23
U3017,范勇航,P22292,智能手表,电子产品,1639.8,2024-04-04 15:37:59,4,6559.2,重庆,男,47
U5430,胡健世,P36469,瑜伽垫,运动,475.65,2024-01-21 19:05:56,4,1902.6,北京,女,65
U2503,安若先,P83530,羽毛球拍,运动,867.43,2024-11-24 07:18:11,1,867.43,上海,男,39
U2188,蓝辉友,P70727,笔记本电脑,电子产品,4465.22,2024-04-28 14:37:20,1,4465.22,广州,男,36
U1369,尤刚,P14136,四件套,家居,3358.46,2024-04-23 07:47:31,3,10075.38,武汉,男,64
U3749,吕家,P28689,T恤,服装,463.22,2024-11-09 05:37:07,3,1389.66,杭州,女,57
U7054,钟进义,P22900,遥控车,玩具,533.82,2024-11-27 08:20:00,3,1601.46,北京,男,65
U8904,郝亨,P19282,卫衣,服装,577.6,2024-11-07 05:05:27,3,1732.8,杭州,男,28
U9681,钮安天,P28561,跳绳,运动,331.13,2024-09-25 02:56:50,3,993.39,武汉,女,64
U1138,夏永泰,P75757,充电宝,电子产品,2341.35,2024-12-16 08:30:01,2,4682.7,深圳,男,53
U5075,卢克,P66584,香水,美妆,233.94,2024-03-11 00:04:13,2,467.88,成都,男,30
U1883,苏昌亨,P20416,防晒霜,美妆,396.42,2024-04-13 11:42:28,5,1982.1,武汉,男,29
U6038,湛朗平,P64074,毛绒玩具,玩具,874.68,2024-03-20 17:18:15,1,874.68,成都,男,38
U9508,盛祥广,P11971,毛绒玩具,玩具,375.03,2024-03-27 03:07:43,4,1500.12,深圳,女,40
U8027,钱元,P45604,羽绒服,服装,359.47,2024-06-25 17:39:46,2,718.94,上海,女,41
U8949,骆言晨,P14032,粉底液,美妆,915.87,2024-01-31 06:55:45,3,2747.61,天津,女,61
U2676,王炎信,P59081,牛仔裤,服装,818.34,2024-09-10 16:43:46,4,3273.36,武汉,女,52
U9491,秦东,P98726,智能手机,电子产品,4478.16,2024-06-17 23:48:03,3,13434.48,杭州,女,49
U5675,华行,P34169,防晒霜,美妆,143.15,2024-01-17 01:09:01,2,286.3,苏州,男,56
U3615,郁友,P59947,跑步鞋,运动,298.26,2024-11-10 14:18:41,3,894.78,杭州,女,48
U9816,傅致俊,P30002,面霜,美妆,623.87,2024-12-19 11:07:44,3,1871.61,北京,男,44
U2647,包承浩,P37918,人物传记,书籍,744.37,2024-09-29 22:37:44,1,744.37,上海,男,28
U2381,华彪,P61809,芭比娃娃,玩具,28.49,2024-04-11 03:27:51,2,56.98,杭州,女,24
U8072,路风思,P47215,T恤,服装,585.61,2024-05-24 15:17:06,1,585.61,杭州,女,63
U3260,诸伯强,P18629,连衣裙,服装,427.09,2024-07-12 12:53:15,4,1708.36,杭州,女,34
U6387,熊邦,P87953,办公椅,家居,4214.73,2024-03-03 16:46:21,2,8429.46,广州,男,35
U9156,凤固友,P76304,防晒霜,美妆,491.02,2024-10-21 19:08:49,3,1473.06,西安,女,43
U3837,管友亨,P89031,篮球,运动,109.58,2024-01-07 01:46:23,3,328.74,广州,男,28
U2029,方亮友,P58598,洗发水,美妆,292.44,2024-05-20 19:25:24,3,877.32,武汉,男,35
U2765,钟昌,P91286,防晒霜,美妆,996.8,2024-10-23 02:09:27,4,3987.2,北京,女,21
U3134,许进建,P86792,香水,美妆,852.63,2024-04-30 08:16:04,3,2557.89,广州,男,19
U2885,路才,P24193,夹克,服装,480.29,2024-06-12 06:53:04,2,960.58,成都,男,58
U2109,邵兴亮,P34335,科幻小说,书籍,684.73,2024-10-24 03:53:51,1,684.73,南京,女,52
U7999,谢俊刚,P81546,充电宝,电子产品,9041.02,2024-08-30 13:38:07,4,36164.08,重庆,女,63
U3757,郑信,P51898,人物传记,书籍,935.82,2024-03-06 15:03:20,3,2807.46,重庆,男,59
U2058,吉涛,P31418,智能手表,电子产品,8603.78,2024-07-03 13:21:36,1,8603.78,杭州,男,61
U6878,邵武士,P62969,跳绳,运动,789.66,2024-07-13 22:53:15,5,3948.3,西安,男,30
U6775,梅建,P35678,四件套,家居,2620.39,2024-01-03 01:49:39,5,13101.95,西安,女,20
U7763,钱坚行,P48985,遥控车,玩具,383.73,2024-09-07 11:39:06,4,1534.92,重庆,女,60
U7851,项树波,P88075,时尚杂志,书籍,144.47,2024-10-06 22:20:54,5,722.35,上海,男,57
U7547,经信波,P76983,运动鞋,服装,148.27,2024-09-26 22:28:10,3,444.81,重庆,女,45
U5414,熊心,P26231,历史书籍,书籍,205.17,2024-03-28 10:58:39,1,205.17,重庆,女,63
U9912,昝信龙,P31276,智能手表,电子产品,8347.55,2024-03-15 03:54:52,5,41737.75,杭州,男,38
U4231,姚超心,P93554,口红,美妆,444.8,2024-03-27 12:45:34,3,1334.4,苏州,男,53
