用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄,平台,年份,月份,日期,小时
U5124,潘政涛,P18694,跑步鞋,运动,827.84,2024-10-02 08:35:50,3,2483.52,苏州,男,49,淘宝,2024,10,2,8
U6912,卞有宏,P90433,羽绒服,服装,722.28,2024-06-30 00:26:13,5,3611.4,武汉,女,37,淘宝,2024,6,30,0
U2932,卜群伦,P17938,洗发水,美妆,200.88,2024-08-27 19:31:39,3,602.64,苏州,女,48,淘宝,2024,8,27,19
U7208,蓝中哲,P32243,技术教材,书籍,855.8,2024-05-21 20:10:53,5,4279.0,深圳,女,45,淘宝,2024,5,21,20
U3609,路辰,P65872,时尚杂志,书籍,836.32,2024-09-08 22:59:51,1,836.32,上海,男,22,淘宝,2024,9,8,22
U1341,酆茂振,P32337,毛绒玩具,玩具,295.34,2024-06-04 00:09:32,3,886.02,天津,男,40,淘宝,2024,6,4,0
U7780,姜鸣发,P89328,充电宝,电子产品,4134.25,2024-12-21 15:59:33,1,4134.25,西安,男,60,淘宝,2024,12,21,15
U5177,贾群,P85066,历史书籍,书籍,927.59,2024-05-03 03:17:03,2,1855.18,成都,男,61,淘宝,2024,5,3,3
U8694,狄信福,P14781,心理学,书籍,408.61,2024-11-20 12:22:22,2,817.22,武汉,女,29,淘宝,2024,11,20,12
U9865,麻震克,P64395,桌游,玩具,959.65,2024-08-20 03:18:39,5,4798.25,苏州,男,38,淘宝,2024,8,20,3
U7536,毕仁朗,P92763,羽毛球拍,运动,413.46,2024-12-24 23:25:50,3,1240.38,北京,男,20,淘宝,2024,12,24,23
U6194,谈钧河,P96207,牛仔裤,服装,779.18,2024-04-29 18:16:38,4,3116.72,深圳,男,35,淘宝,2024,4,29,18
U7166,褚泰,P16976,心理学,书籍,31.9,2024-08-07 16:02:07,2,63.8,上海,男,60,淘宝,2024,8,7,16
U3593,祁谦谦,P30763,香水,美妆,821.89,2024-04-22 15:17:01,4,3287.56,武汉,男,64,淘宝,2024,4,22,15
U8248,汤豪,P28716,充电宝,电子产品,9674.06,2024-10-19 10:41:37,2,19348.12,深圳,男,38,淘宝,2024,10,19,10
U7767,解泰震,P59331,羽绒服,服装,565.87,2024-07-05 12:33:06,3,1697.61,南京,女,23,淘宝,2024,7,5,12
U5465,徐发鸣,P85351,台灯,家居,4931.7,2024-05-10 14:33:19,2,9863.4,重庆,女,57,淘宝,2024,5,10,14
U6943,皮健海,P51974,化妆刷套装,美妆,623.01,2024-03-12 22:59:19,3,1869.03,成都,女,59,淘宝,2024,3,12,22
U7730,缪和波,P53749,拼图,玩具,840.56,2024-05-02 20:25:57,2,1681.12,杭州,女,37,淘宝,2024,5,2,20
U4226,常江群,P25740,充电宝,电子产品,8661.4,2024-06-15 06:07:43,2,17322.8,北京,女,27,淘宝,2024,6,15,6
U7164,孟才信,P98557,卫衣,服装,124.54,2024-08-19 15:57:37,3,373.62,广州,男,52,淘宝,2024,8,19,15
U1181,萧哲宏,P62746,乐高积木,玩具,800.83,2024-09-24 12:51:38,3,2402.49,广州,男,62,淘宝,2024,9,24,12
U3740,明振浩,P91161,毛绒玩具,玩具,843.54,2024-10-05 08:32:47,1,843.54,成都,男,32,淘宝,2024,10,5,8
U1290,岑彬松,P54625,餐桌,家居,1184.09,2024-05-28 03:37:00,3,3552.27,南京,男,33,淘宝,2024,5,28,3
U2598,喻涛祥,P83590,变形金刚,玩具,445.19,2024-11-13 06:38:28,4,1780.76,天津,男,41,淘宝,2024,11,13,6
U5787,皮政谦,P61659,时尚杂志,书籍,788.97,2024-10-03 05:40:27,3,2366.91,苏州,男,53,淘宝,2024,10,3,5
U5325,湛保,P47062,时尚杂志,书籍,390.08,2024-08-23 03:44:49,3,1170.24,上海,男,54,淘宝,2024,8,23,3
U1883,麻彪彬,P69331,平板电脑,电子产品,8997.67,2024-07-18 08:53:05,1,8997.67,苏州,男,22,淘宝,2024,7,18,8
U6785,薛伦河,P41273,四件套,家居,3386.02,2024-12-29 06:44:38,5,16930.1,杭州,女,49,淘宝,2024,12,29,6
U5993,章义,P73381,智能手表,电子产品,2825.85,2024-06-24 16:58:21,3,8477.55,杭州,男,55,淘宝,2024,6,24,16
U9419,夏翰松,P29870,卫衣,服装,563.15,2024-12-03 01:27:10,3,1689.45,武汉,男,49,淘宝,2024,12,3,1
U5237,成辉厚,P70645,口红,美妆,477.45,2024-03-02 12:55:35,2,954.9,南京,女,43,淘宝,2024,3,2,12
U1943,喻邦清,P75013,办公椅,家居,4304.93,2024-11-26 10:48:35,4,17219.72,苏州,男,54,淘宝,2024,11,26,10
U6080,彭泽风,P63420,羽毛球拍,运动,788.29,2024-05-22 23:15:51,1,788.29,上海,女,24,淘宝,2024,5,22,23
U5382,韦思斌,P50301,餐桌,家居,4140.17,2024-04-23 20:55:39,1,4140.17,深圳,男,55,淘宝,2024,4,23,20
U8416,洪哲宏,P57777,蓝牙耳机,电子产品,3405.01,2024-11-18 01:10:22,3,10215.03,苏州,男,22,淘宝,2024,11,18,1
U9029,俞泰峰,P50959,蓝牙耳机,电子产品,7395.88,2024-04-08 16:18:58,3,22187.64,成都,男,26,淘宝,2024,4,8,16
U7824,蒋绍,P56625,变形金刚,玩具,392.56,2024-11-18 13:47:13,5,1962.8,深圳,女,22,淘宝,2024,11,18,13
U6623,夏天斌,P78006,智能手表,电子产品,2594.54,2024-03-22 18:07:30,4,10378.16,武汉,男,58,淘宝,2024,3,22,18
U6586,云士,P64090,香水,美妆,941.77,2024-12-06 13:49:44,2,1883.54,上海,男,49,淘宝,2024,12,6,13
U7166,黄厚志,P82777,羽绒服,服装,139.68,2024-06-20 23:30:32,5,698.4,深圳,女,24,淘宝,2024,6,20,23
U7572,娄河毅,P91295,哑铃,运动,137.44,2024-12-12 06:10:57,1,137.44,广州,男,44,淘宝,2024,12,12,6
U6684,季榕政,P34453,蓝牙耳机,电子产品,6957.6,2024-09-15 03:14:35,4,27830.4,杭州,男,48,淘宝,2024,9,15,3
U6874,葛坚昌,P73892,四件套,家居,673.33,2024-10-23 09:03:26,3,2019.99,南京,男,52,淘宝,2024,10,23,9
U7200,皮邦泽,P30974,餐桌,家居,174.46,2024-12-08 07:08:11,3,523.38,上海,女,19,淘宝,2024,12,8,7
U8882,房伦坚,P92454,遥控车,玩具,101.69,2024-01-06 02:59:32,1,101.69,苏州,女,21,淘宝,2024,1,6,2
U4102,邵志绍,P95570,夹克,服装,558.42,2024-11-09 08:49:34,2,1116.84,西安,男,50,淘宝,2024,11,9,8
U1059,孟广乐,P80119,智能手表,电子产品,9468.63,2024-10-29 03:39:49,3,28405.89,成都,男,51,淘宝,2024,10,29,3
U1532,朱致,P93539,化妆刷套装,美妆,121.44,2024-07-24 08:27:50,2,242.88,杭州,女,40,淘宝,2024,7,24,8
U9267,曹之,P72306,智能手机,电子产品,5019.71,2024-07-12 12:24:37,2,10039.42,上海,男,58,淘宝,2024,7,12,12
U2919,汪军,P66679,羽绒服,服装,135.34,2024-05-17 06:10:01,2,270.68,杭州,男,63,淘宝,2024,5,17,6
U2657,姜文弘,P54687,餐桌,家居,2258.25,2024-02-24 22:43:05,4,9033.0,广州,女,43,淘宝,2024,2,24,22
U7819,包辰,P53241,面霜,美妆,952.68,2024-05-22 22:34:57,2,1905.36,武汉,男,44,淘宝,2024,5,22,22
U4820,潘楠腾,P98984,收纳盒,家居,1741.69,2024-02-04 05:06:05,1,1741.69,上海,女,24,淘宝,2024,2,4,5
U7039,戚敬,P57463,卫衣,服装,88.22,2024-11-14 21:30:58,3,264.66,广州,男,30,淘宝,2024,11,14,21
U5248,于涛弘,P23966,心理学,书籍,62.52,2024-07-24 19:51:57,3,187.56,北京,女,45,淘宝,2024,7,24,19
U8298,卫启,P98732,心理学,书籍,348.47,2024-01-04 16:42:17,5,1742.35,苏州,男,27,淘宝,2024,1,4,16
U2013,和鸣,P16017,拼图,玩具,156.35,2024-01-26 02:00:14,5,781.75,武汉,男,54,淘宝,2024,1,26,2
U7066,沈武中,P48435,牛仔裤,服装,695.06,2024-03-04 15:12:10,4,2780.24,杭州,女,51,淘宝,2024,3,4,15
U6402,邵毅,P88065,心理学,书籍,123.57,2024-10-25 06:06:42,1,123.57,深圳,女,46,淘宝,2024,10,25,6
U2518,薛林,P67254,四件套,家居,744.56,2024-07-30 17:42:21,2,1489.12,上海,女,60,淘宝,2024,7,30,17
U1320,严友江,P97205,心理学,书籍,573.91,2024-10-02 18:42:17,3,1721.73,杭州,女,44,淘宝,2024,10,2,18
U3565,倪勇谦,P43608,笔记本电脑,电子产品,3190.59,2024-10-25 13:34:57,5,15952.95,北京,男,41,淘宝,2024,10,25,13
U6093,昝世军,P80915,羽毛球拍,运动,499.7,2024-02-22 19:03:08,5,2498.5,苏州,男,59,淘宝,2024,2,22,19
U4624,郎时心,P85016,办公椅,家居,4589.19,2024-04-07 16:12:15,3,13767.57,苏州,男,42,淘宝,2024,4,7,16
U6142,水伦,P71180,餐桌,家居,1938.15,2024-05-06 01:50:06,1,1938.15,武汉,男,65,淘宝,2024,5,6,1
U3358,杜梁龙,P73223,化妆刷套装,美妆,505.96,2024-12-06 07:04:28,2,1011.92,北京,女,40,淘宝,2024,12,6,7
U5714,杭腾文,P17996,拼图,玩具,570.0,2024-07-06 18:08:51,3,1710.0,重庆,女,25,淘宝,2024,7,6,18
U9894,鲁善思,P87893,化妆刷套装,美妆,161.93,2024-02-09 13:49:16,3,485.79,成都,男,30,淘宝,2024,2,9,13
U3351,余仁政,P45636,蓝牙耳机,电子产品,5954.58,2024-04-23 13:45:07,4,23818.32,杭州,女,45,淘宝,2024,4,23,13
U3617,明元伯,P34001,沙发,家居,2502.89,2024-10-11 05:49:44,1,2502.89,广州,男,35,淘宝,2024,10,11,5
U3583,干杰力,P38354,连衣裙,服装,664.48,2024-11-20 07:24:55,2,1328.96,重庆,男,35,淘宝,2024,11,20,7
U4427,岑子,P54640,办公椅,家居,3580.83,2024-04-08 00:02:11,1,3580.83,南京,女,21,淘宝,2024,4,8,0
U8867,季致,P92911,化妆刷套装,美妆,27.63,2024-06-04 05:13:59,5,138.15,重庆,女,45,淘宝,2024,6,4,5
U5054,成士,P20834,收纳盒,家居,1223.91,2024-11-28 22:36:51,5,6119.55,天津,女,37,淘宝,2024,11,28,22
U1462,裘以克,P33072,运动鞋,服装,942.67,2024-03-17 11:02:54,5,4713.35,苏州,男,43,淘宝,2024,3,17,11
U9912,汪朗言,P24472,显示器,电子产品,9215.6,2024-07-25 22:28:33,3,27646.8,苏州,男,61,淘宝,2024,7,25,22
U8029,卢震壮,P50725,四件套,家居,3035.55,2024-12-28 09:57:41,2,6071.1,苏州,女,23,淘宝,2024,12,28,9
U6315,和盛平,P50500,蓝牙耳机,电子产品,9341.43,2024-10-03 21:33:51,2,18682.86,成都,女,18,淘宝,2024,10,3,21
U4416,姜雄涛,P13527,毛绒玩具,玩具,208.57,2024-01-03 11:56:46,5,1042.85,深圳,男,23,淘宝,2024,1,3,11
U3576,薛承策,P70179,收纳盒,家居,1236.28,2024-05-22 14:24:22,4,4945.12,广州,男,51,淘宝,2024,5,22,14
U4632,纪炎,P60408,口红,美妆,358.46,2024-10-03 14:54:42,3,1075.38,成都,女,44,淘宝,2024,10,3,14
U8510,郝善,P62264,心理学,书籍,675.46,2024-11-02 11:07:47,2,1350.92,苏州,男,52,淘宝,2024,11,2,11
U5030,虞固亨,P10494,台灯,家居,3755.33,2024-03-14 13:37:11,1,3755.33,重庆,女,55,淘宝,2024,3,14,13
U2008,孔杰,P36377,人物传记,书籍,736.67,2024-06-27 17:10:34,4,2946.68,武汉,男,18,淘宝,2024,6,27,17
U7591,颜梁奇,P86298,办公椅,家居,3532.82,2024-07-28 19:58:55,5,17664.1,南京,女,22,淘宝,2024,7,28,19
U8202,顾亮军,P78109,运动鞋,服装,869.74,2024-11-19 18:54:19,1,869.74,北京,女,36,淘宝,2024,11,19,18
U9815,金林风,P37980,卫衣,服装,553.5,2024-01-30 21:50:23,2,1107.0,杭州,男,45,淘宝,2024,1,30,21
U3647,谢福才,P90103,芭比娃娃,玩具,271.98,2024-05-29 15:06:27,1,271.98,苏州,男,18,淘宝,2024,5,29,15
U2456,钱利,P26935,充电宝,电子产品,9196.4,2024-12-06 06:54:39,1,9196.4,苏州,男,28,淘宝,2024,12,6,6
U7181,湛江若,P35835,拼图,玩具,616.89,2024-09-06 20:12:44,2,1233.78,上海,男,29,淘宝,2024,9,6,20
U4873,昝和泰,P45752,粉底液,美妆,528.27,2024-11-21 01:48:00,4,2113.08,苏州,男,52,淘宝,2024,11,21,1
U1996,赵宁仁,P31466,哑铃,运动,543.18,2024-10-16 20:45:40,2,1086.36,苏州,男,47,淘宝,2024,10,16,20
U5156,窦思友,P57549,跑步鞋,运动,440.45,2024-10-29 21:32:26,5,2202.25,苏州,男,28,淘宝,2024,10,29,21
U2455,彭伯,P64425,口红,美妆,75.98,2024-01-30 19:33:30,1,75.98,西安,男,32,淘宝,2024,1,30,19
U4504,席之宏,P49545,漫画,书籍,42.56,2024-10-23 05:15:44,2,85.12,重庆,女,65,淘宝,2024,10,23,5
U4029,杜飞建,P26616,平板电脑,电子产品,9069.54,2024-12-17 09:24:27,5,45347.7,深圳,女,33,淘宝,2024,12,17,9
U1922,应策诚,P90331,收纳盒,家居,2313.0,2024-10-22 09:32:22,3,6939.0,成都,男,62,淘宝,2024,10,22,9
U8356,昌清,P18712,羽毛球拍,运动,998.86,2024-01-30 16:47:26,1,998.86,武汉,女,44,淘宝,2024,1,30,16
U6899,乐树腾,P65216,香水,美妆,107.43,2024-05-26 06:28:35,1,107.43,北京,女,48,淘宝,2024,5,26,6
U3449,柯政朋,P73660,遥控车,玩具,93.31,2024-10-08 19:04:22,1,93.31,武汉,女,39,淘宝,2024,10,8,19
U1865,柳腾时,P75240,乐高积木,玩具,440.6,2024-11-17 05:53:45,5,2203.0,重庆,男,60,淘宝,2024,11,17,5
U7060,娄东树,P80187,智能手表,电子产品,4274.0,2024-09-01 17:52:14,2,8548.0,南京,男,56,淘宝,2024,9,1,17
U7821,狄刚贵,P28915,芭比娃娃,玩具,696.83,2024-04-11 03:03:04,3,2090.49,上海,女,25,淘宝,2024,4,11,3
U9342,林健力,P37542,四件套,家居,841.51,2024-05-10 08:38:40,4,3366.04,西安,女,22,淘宝,2024,5,10,8
U3546,强国,P92898,收纳盒,家居,1057.9,2024-02-22 23:42:58,4,4231.6,武汉,女,56,淘宝,2024,2,22,23
U9307,尤文平,P56257,餐桌,家居,179.65,2024-09-29 00:09:01,5,898.25,武汉,女,50,淘宝,2024,9,29,0
U7432,钟风江,P74601,羽绒服,服装,309.61,2024-03-04 00:26:54,2,619.22,成都,男,49,淘宝,2024,3,4,0
U2640,凤策乐,P82452,卫衣,服装,686.51,2024-06-01 02:27:51,1,686.51,苏州,女,22,淘宝,2024,6,1,2
U8227,席顺功,P43558,平板电脑,电子产品,3990.47,2024-09-23 12:41:19,5,19952.35,上海,女,29,淘宝,2024,9,23,12
U8910,万良盛,P19341,连衣裙,服装,266.06,2024-05-07 04:03:56,4,1064.24,深圳,男,24,淘宝,2024,5,7,4
U1489,邵明,P68979,历史书籍,书籍,526.26,2024-07-14 11:24:17,5,2631.3,西安,女,36,淘宝,2024,7,14,11
U7339,宋辰信,P84313,抱枕,家居,3385.1,2024-12-20 22:11:11,1,3385.1,北京,女,61,淘宝,2024,12,20,22
U8169,廉翔,P81001,收纳盒,家居,4832.36,2024-08-28 10:55:54,4,19329.44,武汉,女,60,淘宝,2024,8,28,10
U9200,滕钧亨,P49973,连衣裙,服装,249.51,2024-11-20 18:09:12,1,249.51,成都,女,19,淘宝,2024,11,20,18
U1891,马江思,P83550,洗发水,美妆,170.72,2024-03-20 07:44:22,4,682.88,上海,女,24,淘宝,2024,3,20,7
U2384,方安波,P76486,乐高积木,玩具,87.28,2024-02-22 08:45:55,2,174.56,重庆,女,29,淘宝,2024,2,22,8
U5276,支彪维,P37740,牛仔裤,服装,317.66,2024-05-28 13:16:16,5,1588.3,南京,女,34,淘宝,2024,5,28,13
U3801,任生,P37280,四件套,家居,548.51,2024-10-29 06:45:03,3,1645.53,深圳,男,61,淘宝,2024,10,29,6
U6785,成言亮,P97626,台灯,家居,2907.87,2024-03-07 11:25:20,3,8723.61,广州,女,31,淘宝,2024,3,7,11
U6104,明固,P52699,人物传记,书籍,537.55,2024-07-05 01:09:51,1,537.55,成都,男,41,淘宝,2024,7,5,1
U8784,章兴裕,P92724,洗发水,美妆,229.76,2024-01-18 04:53:53,4,919.04,上海,男,26,淘宝,2024,1,18,4
U4293,熊信,P42076,漫画,书籍,577.04,2024-03-26 02:45:13,5,2885.2,苏州,男,54,淘宝,2024,3,26,2
U7732,汤腾,P91955,防晒霜,美妆,912.78,2024-06-03 10:46:31,4,3651.12,重庆,女,40,淘宝,2024,6,3,10
U7698,臧航达,P67124,山地车,运动,204.06,2024-04-24 18:38:10,3,612.18,天津,男,19,淘宝,2024,4,24,18
U8257,经翔,P67914,连衣裙,服装,917.18,2024-07-27 01:51:35,1,917.18,上海,男,52,淘宝,2024,7,27,1
U3217,郎固腾,P65447,笔记本电脑,电子产品,9408.15,2024-05-28 01:11:34,2,18816.3,广州,女,38,淘宝,2024,5,28,1
U6169,汤博先,P91377,化妆刷套装,美妆,112.87,2024-11-08 07:31:03,3,338.61,苏州,男,51,淘宝,2024,11,8,7
U9552,季裕,P20813,防晒霜,美妆,767.06,2024-01-16 21:40:29,4,3068.24,杭州,男,37,淘宝,2024,1,16,21
U1594,岑岩贵,P89943,跳绳,运动,994.0,2024-05-31 23:51:32,2,1988.0,成都,女,36,淘宝,2024,5,31,23
U1959,纪生若,P95490,瑜伽垫,运动,455.58,2024-07-29 22:58:25,3,1366.74,重庆,女,45,淘宝,2024,7,29,22
U7256,危致庆,P14333,夹克,服装,614.35,2024-02-18 15:09:25,4,2457.4,重庆,男,60,淘宝,2024,2,18,15
U8382,项言飞,P43953,洗发水,美妆,200.59,2024-07-02 06:08:00,3,601.77,天津,男,36,淘宝,2024,7,2,6
U7132,孙松思,P75394,香水,美妆,856.75,2024-01-23 11:07:17,1,856.75,南京,女,32,淘宝,2024,1,23,11
U7599,万亮良,P26618,香水,美妆,664.48,2024-07-20 03:33:27,2,1328.96,武汉,女,56,淘宝,2024,7,20,3
U4057,舒学晨,P10294,历史书籍,书籍,842.28,2024-02-04 23:54:55,3,2526.84,杭州,女,28,淘宝,2024,2,4,23
U9644,项毅家,P71884,瑜伽垫,运动,279.35,2024-05-09 18:33:56,5,1396.75,广州,男,27,淘宝,2024,5,9,18
U9756,吴盛宁,P95278,时尚杂志,书籍,712.81,2024-11-23 23:21:20,4,2851.24,深圳,女,36,淘宝,2024,11,23,23
U5905,庞树子,P98778,香水,美妆,932.75,2024-04-03 03:00:10,2,1865.5,西安,女,61,淘宝,2024,4,3,3
U2568,应功民,P76984,跳绳,运动,978.84,2024-06-25 07:08:41,5,4894.2,天津,男,39,淘宝,2024,6,25,7
U9761,石祥鹏,P27059,科幻小说,书籍,793.79,2024-05-27 01:04:32,1,793.79,北京,男,23,淘宝,2024,5,27,1
U9090,彭榕有,P48893,卫衣,服装,214.34,2024-09-10 09:17:16,2,428.68,重庆,女,26,淘宝,2024,9,10,9
U4974,华裕富,P16405,笔记本电脑,电子产品,9892.84,2024-02-20 09:35:22,2,19785.68,广州,女,39,淘宝,2024,2,20,9
U1374,唐发,P62663,智能手机,电子产品,9726.67,2024-11-19 00:40:58,2,19453.34,杭州,女,51,淘宝,2024,11,19,0
U6847,诸时豪,P88041,桌游,玩具,642.51,2024-09-17 12:28:25,5,3212.55,南京,男,37,淘宝,2024,9,17,12
U6206,姜毅,P28022,心理学,书籍,627.85,2024-03-11 20:20:05,2,1255.7,武汉,男,50,淘宝,2024,3,11,20
U6959,常海河,P11959,四件套,家居,3002.35,2024-11-13 17:01:14,5,15011.75,杭州,女,64,淘宝,2024,11,13,17
U9406,钱辰致,P26471,人物传记,书籍,200.78,2024-06-01 03:01:16,1,200.78,天津,女,23,淘宝,2024,6,1,3
U3033,霍豪进,P82513,羽绒服,服装,737.02,2024-08-02 21:45:41,4,2948.08,杭州,男,26,淘宝,2024,8,2,21
U7612,朱飞学,P45528,沙发,家居,4192.12,2024-03-29 18:52:28,4,16768.48,天津,女,59,淘宝,2024,3,29,18
U3771,钟超生,P53989,笔记本电脑,电子产品,2577.81,2024-05-24 13:43:24,5,12889.05,苏州,女,51,淘宝,2024,5,24,13
U1013,郭善庆,P20515,哑铃,运动,300.69,2024-07-27 14:17:21,2,601.38,西安,男,41,淘宝,2024,7,27,14
U4893,宋鹏豪,P86212,餐桌,家居,4983.08,2024-07-11 12:38:18,2,9966.16,成都,男,48,淘宝,2024,7,11,12
U6085,何诚天,P30311,山地车,运动,125.98,2024-12-27 17:26:36,2,251.96,杭州,男,44,淘宝,2024,12,27,17
U7941,滕中晨,P79557,人物传记,书籍,190.55,2024-10-14 10:30:28,1,190.55,成都,男,63,淘宝,2024,10,14,10
U1241,方树德,P60655,餐桌,家居,4522.01,2024-12-04 14:03:24,3,13566.03,杭州,男,34,淘宝,2024,12,4,14
U1738,麻之,P19920,防晒霜,美妆,778.11,2024-09-14 18:20:09,4,3112.44,北京,男,28,淘宝,2024,9,14,18
U2426,郝伦发,P72011,智能手表,电子产品,4173.66,2024-02-12 00:41:48,4,16694.64,成都,女,33,淘宝,2024,2,12,0
U8122,俞泽琛,P52678,遥控车,玩具,912.93,2024-08-01 21:33:35,1,912.93,深圳,男,40,淘宝,2024,8,1,21
U4734,祁宏启,P46473,瑜伽垫,运动,624.83,2024-02-07 15:39:25,3,1874.49,天津,女,35,淘宝,2024,2,7,15
U9177,岑军,P88659,智能手机,电子产品,9080.26,2024-12-20 20:20:42,2,18160.52,深圳,女,65,淘宝,2024,12,20,20
U8634,纪坚,P80369,心理学,书籍,623.41,2024-03-03 10:22:29,3,1870.23,北京,男,52,淘宝,2024,3,3,10
U4904,俞光,P71897,收纳盒,家居,2788.69,2024-02-10 18:23:08,4,11154.76,杭州,女,27,淘宝,2024,2,10,18
U3617,单之冠,P90767,充电宝,电子产品,6958.75,2024-05-17 16:15:58,2,13917.5,成都,男,34,淘宝,2024,5,17,16
U6573,左启航,P41882,沙发,家居,4293.2,2024-07-13 23:24:08,2,8586.4,苏州,女,54,淘宝,2024,7,13,23
U8136,季政泽,P53825,办公椅,家居,2788.61,2024-07-04 12:25:13,5,13943.05,重庆,女,23,淘宝,2024,7,4,12
U6208,舒建朗,P51659,四件套,家居,3781.67,2024-10-26 16:25:14,3,11345.01,武汉,女,42,淘宝,2024,10,26,16
U9093,殷克彬,P92631,智能手表,电子产品,2622.76,2024-06-12 00:01:38,1,2622.76,西安,女,44,淘宝,2024,6,12,0
U3506,严航邦,P89681,遥控车,玩具,301.14,2024-04-18 16:45:28,5,1505.7,深圳,男,36,淘宝,2024,4,18,16
U1980,葛安福,P21988,口红,美妆,880.84,2024-10-01 05:44:43,5,4404.2,武汉,女,57,淘宝,2024,10,1,5
U3449,伍茂冠,P72072,哑铃,运动,28.83,2024-06-11 03:09:30,3,86.49,南京,女,30,淘宝,2024,6,11,3
U2855,姚海,P16330,哑铃,运动,635.86,2024-03-12 22:52:43,3,1907.58,武汉,男,46,淘宝,2024,3,12,22
U2987,项强,P46922,蓝牙耳机,电子产品,3827.42,2024-03-18 02:07:21,3,11482.26,深圳,男,57,淘宝,2024,3,18,2
U5397,奚家,P80662,卫衣,服装,98.61,2024-01-05 01:55:43,2,197.22,天津,男,47,淘宝,2024,1,5,1
U3669,计善龙,P60612,芭比娃娃,玩具,323.07,2024-06-26 03:33:49,3,969.21,南京,女,42,淘宝,2024,6,26,3
U5223,魏龙家,P99875,四件套,家居,3407.26,2024-01-10 03:06:24,5,17036.3,杭州,女,62,淘宝,2024,1,10,3
U3732,袁承,P53011,抱枕,家居,1236.84,2024-05-06 05:19:41,3,3710.52,西安,男,47,淘宝,2024,5,6,5
U2911,杭亮绍,P64256,智能手机,电子产品,3375.0,2024-01-09 01:05:38,4,13500.0,天津,男,23,淘宝,2024,1,9,1
U8942,万言成,P73284,平板电脑,电子产品,3076.47,2024-05-30 11:25:43,2,6152.94,重庆,男,56,淘宝,2024,5,30,11
U1131,包波康,P85560,香水,美妆,779.24,2024-08-06 08:49:29,2,1558.48,深圳,女,47,淘宝,2024,8,6,8
U3559,谢文,P57824,蓝牙耳机,电子产品,3614.06,2024-04-19 03:26:39,4,14456.24,深圳,女,42,淘宝,2024,4,19,3
U8120,杭绍林,P30093,夹克,服装,314.54,2024-03-09 17:27:40,1,314.54,武汉,女,65,淘宝,2024,3,9,17
U5716,麻兴若,P60327,拼图,玩具,615.07,2024-01-30 09:42:15,4,2460.28,武汉,女,47,淘宝,2024,1,30,9
U4296,谢启,P12027,跑步鞋,运动,348.68,2024-11-22 03:43:48,1,348.68,北京,男,54,淘宝,2024,11,22,3
U4103,任先,P65232,餐桌,家居,1539.4,2024-12-24 08:36:40,3,4618.2,上海,女,33,淘宝,2024,12,24,8
U1215,张学林,P90740,变形金刚,玩具,544.62,2024-05-17 18:03:23,1,544.62,广州,女,51,淘宝,2024,5,17,18
U7165,尤平朋,P17094,粉底液,美妆,876.03,2024-11-19 18:29:25,4,3504.12,西安,女,34,淘宝,2024,11,19,18
U3198,杨东武,P42375,山地车,运动,216.75,2024-04-01 10:47:42,2,433.5,上海,女,65,淘宝,2024,4,1,10
U5287,董鹏,P86915,充电宝,电子产品,2358.05,2024-08-17 09:42:28,2,4716.1,广州,女,50,淘宝,2024,8,17,9
U6112,舒波,P78971,拼图,玩具,44.34,2024-05-23 11:47:50,3,133.02,成都,男,45,淘宝,2024,5,23,11
U5698,经彬,P96177,瑜伽垫,运动,289.22,2024-08-09 13:00:48,4,1156.88,杭州,男,40,淘宝,2024,8,9,13
U7998,卜乐松,P73978,心理学,书籍,598.7,2024-05-20 05:33:57,5,2993.5,重庆,女,36,淘宝,2024,5,20,5
U5097,蔡会富,P28983,四件套,家居,4244.82,2024-07-30 04:30:51,2,8489.64,广州,女,21,淘宝,2024,7,30,4
U9324,顾山山,P73044,遥控车,玩具,747.2,2024-04-15 13:30:34,5,3736.0,南京,男,47,淘宝,2024,4,15,13
U8348,孔永利,P75798,四件套,家居,251.83,2024-01-04 23:42:24,3,755.49,成都,男,32,淘宝,2024,1,4,23
U1674,褚梁强,P78605,抱枕,家居,2936.58,2024-10-30 13:07:58,3,8809.74,北京,女,55,淘宝,2024,10,30,13
U5687,董宏功,P17401,时尚杂志,书籍,429.7,2024-10-27 19:09:57,5,2148.5,天津,男,35,淘宝,2024,10,27,19
U7431,虞磊宁,P20668,抱枕,家居,2105.44,2024-11-12 07:00:35,5,10527.2,北京,女,59,淘宝,2024,11,12,7
U4303,祁奇思,P90066,粉底液,美妆,84.62,2024-04-10 08:50:28,3,253.86,成都,男,36,淘宝,2024,4,10,8
U7338,范信思,P52138,跳绳,运动,898.94,2024-05-06 04:40:03,5,4494.7,成都,男,27,淘宝,2024,5,6,4
U5997,酆鸣琛,P72041,哑铃,运动,163.55,2024-11-04 14:11:20,2,327.1,杭州,女,41,淘宝,2024,11,4,14
U4325,王天光,P11112,香水,美妆,597.42,2024-02-16 16:14:55,1,597.42,广州,女,61,淘宝,2024,2,16,16
U1646,董明,P69383,遥控车,玩具,620.38,2024-01-05 09:11:07,1,620.38,武汉,男,48,淘宝,2024,1,5,9
U9473,殷世和,P36318,人物传记,书籍,940.56,2024-03-13 06:24:49,4,3762.24,上海,女,50,淘宝,2024,3,13,6
